BLACKSMITH_GOLD_ORE_SALE_SALE_TEXT,광석 세일 (-20%),,,,Ore Sale (-20%)
BLACKSMITH_GOLD_ORE_SELLING,금 광석 판매,,,,Gold Ore Selling
BLACKSMITH_GOLD_SMELTING,금 제련,,,,Gold Smelting
BLACKSMITH_HEADER,대장장이,,,,Blacksmith
BLACKSMITH_INFO_LOSS_OF_GOLD,금 손실,,,,Loss Of Gold
BLACKSMITH_INFO_MELTING_TIME,제련에 걸리는 시간 (1온스 당),,,,Smelting Time (1 oz)
BLACKSMITH_INFO_PRICE_PER_OZ,제련에 드는 비용 (1온스 당),,,,Smelting Price (1 oz)
BLACKSMITH_INFO_SUM_OF_MELTED_GOLD,제련된 금 합계,,,,Smelted Gold Total
BLACKSMITH_MINED_GOLD_ORE,채광한 금 광석,,,,Mined Gold Ore
BLACKSMITH_ORE_INFO_BUTTON,정보,,,,Info
BLACKSMITH_ORE_SALE_BUTTON,금 광석 판매,,,,Sell Gold Ore
BLACKSMITH_ORE_UPGRADE_BUTTON,업그레이드,,,,Upgrade
BLACKSMITH_PLACE_NAME,"알래스카 주, 헤인즈",,,,"Haines, Alaska"
BUY_GUI_QUANTITY,수량,,,,Quantity
BUY_GUI_STORAGE_SLOTS,저장고 슬롯,,,,Storage Slots
BUY_GUI_TOTAL_COST,총 비용,,,,Money Received
BUY_GUI_TRAILER_SLOTS,트레일러 슬롯,,,,Trailer Slots
CASH_GUI_BUY,구매,,,,Buy
CASH_GUI_ITEM,아이템,,,,Item
CASH_GUI_LOCATION,"알래스카 주, 헤인즈",,,,"Haines, Alaska"
CASH_GUI_POS,계산대,,,,Pos.
CASH_GUI_PRICE,가격,,,,Price
CASH_GUI_QUANTITY,수량,,,,Quantity
CASH_GUI_SLOTS,슬롯,,,,Slots
CASH_GUI_TOTAL_COST,총 가격,,,,Total Cost
CASH_GUI_USED_SLOTS,사용이 된 슬롯,,,,Used Slots
CONTROLS_DOZER_BLADE_DOWN,블레이드 내리기,,,,Blade Down
CONTROLS_DOZER_BLADE_UP,블레이드 올리기,,,,Blade Up
CONTROLS_DOZER_RIPPER_DOWN,리퍼 내리기,,,,Lower Ripper
CONTROLS_DOZER_RIPPER_UP,리퍼 올리기,,,,Raise Ripper
CONTROLS_EXCAVATOR_ARM_DOWN,굴삭기 큰 팔 내리기,,,,Lower Boom
CONTROLS_EXCAVATOR_ARM_UP,굴삭기 큰 팔 올리기,,,,Raise Boom
CONTROLS_EXCAVATOR_ARM2_DOWN,굴삭기 작은 팔 뒤로 이동,,,,Stick Backward
CONTROLS_EXCAVATOR_ARM2_UP,굴삭기 작은 팔 앞으로 이동,,,,Stick Forward
CONTROLS_EXCAVATOR_BUCKET_CLOSE,버킷 닫기,,,,Close Thumb
CONTROLS_EXCAVATOR_BUCKET_DOWN,버킷 내리기,,,,Bucket Down
CONTROLS_EXCAVATOR_BUCKET_OPEN,버킷 열기,,,,Open Thumb
CONTROLS_EXCAVATOR_BUCKET_UP,버킷 올리기,,,,Bucket Up
CONTROLS_GOLD_PANNING_CHANGE_MODE_GOLD_TAKE,금 채취 모드,,,,Gold picking mode
CONTROLS_GOLD_PANNING_CHANGE_MODE_PANNING,금 패닝선별 모드,,,,Gold panning mode
CONTROLS_GOLD_PANNING_EXIT_PANNING,패닝선별 모드에서 나가기,,,,Exit panning mode
CONTROLS_GOLD_PANNING_MOVE_BACK,뒤로 움직이기,,,,Move Back
CONTROLS_GOLD_PANNING_MOVE_DOWN,아래로 움직이기,,,,Move Down
CONTROLS_GOLD_PANNING_MOVE_FORWARD,앞으로 움직이기,,,,Move Forward
CONTROLS_GOLD_PANNING_MOVE_LEFT,왼쪽으로 움직이기,,,,Move Left
CONTROLS_GOLD_PANNING_MOVE_RIGHT,오른쪽으로 움직이기,,,,Move Right
CONTROLS_GOLD_PANNING_MOVE_UP,위로 움직이기,,,,Move Up
CONTROLS_GOLD_PANNING_PICKUP_GOLD,금 집어올리기,,,,Pick up gold
CONTROLS_GOLD_PANNING_ROTATE_BACK,뒤로 회전시키기,,,,Rotate Back
CONTROLS_GOLD_PANNING_ROTATE_FORWARD,앞으로 회전시키기,,,,Rotate Forward
CONTROLS_GOLD_PANNING_ROTATE_LEFT,왼쪽으로 회전시키기,,,,Rotate Left
CONTROLS_GOLD_PANNING_ROTATE_RIGHT,오른쪽으로 회전시키기,,,,Rotate Right
CONTROLS_LOADER_ARM_DOWN,로더 팔 내리기,,,,Arm Down
CONTROLS_LOADER_ARM_UP,로더 팔 올리기,,,,Arm Up
CONTROLS_LOADER_STERING_MODE,프론트-엔드 로더,,,,Front-End Loader
CONTROLS_MACHINE_BRAKE,브레이크/후진,,,,Brake/Reverse
CONTROLS_MACHINE_BUCKET_CAMERA,버킷 시점,,,,Thumb Camera
CONTROLS_MACHINE_CAMERA,다음 시점,,,,Next Camera
CONTROLS_MACHINE_CAMERA_AXIS_X_NEG,카메라 왼쪽으로 회전,,,,Rotate Camera Left
CONTROLS_MACHINE_CAMERA_AXIS_X_POS,카메라 오른쪽으로 회전,,,,Rotate Camera Right
CONTROLS_MACHINE_CAMERA_AXIS_Y_NEG,카메라 아래로 회전,,,,Rotate Camera Down
CONTROLS_MACHINE_CAMERA_AXIS_Y_POS,카메라 위로 회전,,,,Rotate Camera Up
CONTROLS_MACHINE_CAMERA_CABIN,캐빈 시점,,,,Cabin Camera
CONTROLS_MACHINE_CAMERA_DRIVE,운전석 시점,,,,Drive Camera
CONTROLS_MACHINE_CAMERA_ORBIT,자유 시점,,,,Rotatable Camera
CONTROLS_MACHINE_ENGINE,시동,,,,Engine
CONTROLS_MACHINE_EXIT,나가기,,,,Exit
CONTROLS_MACHINE_HANDBRAKE,핸드브레이크,,,,Handbrake
CONTROLS_MACHINE_HEADLIGHTS,헤드라이트,,,,Headlights
CONTROLS_MACHINE_LOCK_DIFF,차동 잠금 장치,,,,Differential Lock
CONTROLS_MACHINE_MODE_DRIVER,운전자 모드,,,,Driver Mode
CONTROLS_MACHINE_MODE_OPERATOR,기계 제어 모드,,,,Operator Mode
CONTROLS_MACHINE_ROTATE_LEFT,왼쪽으로 회전,,,,Rotate Left
CONTROLS_MACHINE_ROTATE_RIGHT,오른쪽으로 회전,,,,Rotate Right
CONTROLS_MACHINE_THROTTLE,가속,,,,Throttle
CONTROLS_MACHINE_TURN_LEFT,좌측으로 돌기,,,,Turn Left
CONTROLS_MACHINE_TURN_RIGHT,우측으로 돌기,,,,Turn Right
CONTROLS_MAP,배낭,,,,Backpack
CONTROLS_MENU,인게임/일시중지,,,,In-Game/Pause Menu
CONTROLS_PANEL_HIDE,조작법 숨기기,,,,Hide Controls
CONTROLS_PANEL_SHOW,조작법 보기,,,,Show Controls
CONTROLS_PANNING_STERING_MODE,금 패닝선별,,,,Gold Panning
CONTROLS_PICKING_STERING_MODE,금 집기,,,,Gold Picking
CONTROLS_PICKUP_STERING_MODE,픽업 트럭,,,,Pickup Truck
CONTROLS_PLAYER_ACTION,행동,,,,Action
CONTROLS_PLAYER_CROUCH,앉기,,,,Crouch
CONTROLS_PLAYER_JUMP,점프,,,,Jump
CONTROLS_PLAYER_MOVE_BACKWARD,앞으로 움직이기,,,,Move Backward
CONTROLS_PLAYER_MOVE_FORWARD,뒤로 움직이기,,,,Move Forward
CONTROLS_PLAYER_MOVE_LEFT,좌측으로 움직이기,,,,Move Left
CONTROLS_PLAYER_MOVE_RIGHT,우측으로 움직이기,,,,Move Right
CONTROLS_PLAYER_MOVEMENT,움직임,,,,Movement
CONTROLS_PLAYER_RUN,달리기,,,,Run
CONTROLS_SHOVEL_DIG_MODE,굴삭기 채굴,,,,Excavator Digging
CONTROLS_SHOVEL_STERING_MODE,굴삭기 운전,,,,Excavator Drive
CONTROLS_WALK_MODE,걷기,,,,Walk
FUEL_STATION_DIESEL_NO2,디젤 No. 2,,,,Diesel No. 2
FUEL_STATION_GALLONS,갤런,,,,Gallons
FUEL_STATION_HEADER,주유소,,,,Gas Station
FUEL_STATION_PRICE_PRE_GALLON,갤런 당 가격,,,,Price per gallon
FUEL_STATION_REFUEL,충전,,,,Refuel
FUEL_STATION_SALE,가격,,,,Price $
FUEL_STATION_SELFSERVICE,주유소,,,,Gas Station
GOLD_PANNING,금 패닝선별,,,,Gold Panning
GOLD_PANNING_TAKE_GOLD,금 집기,,,,Gold Picking
GUI_ADD,추가,,,,Add
GUI_BACK,뒤로가기,,,,Back
GUI_CANCEL,취소,,,,Cancel
HINT_DIFF_OFF,아스팔트 위에 주행 시에는 차동잠금장치를 비활성화 해야 합니다!,,,,You should disable the differential lock when you drive on asphalt!
HINT_HANDBRAKE,핸드브레이크를 해제하십시오!,,,,Release the handbrake to move the machine!
HINT_MACHINE_MOVING,기계가 움직이는 동안에는 내릴 수 없습니다!,,,,The machine cannot be exited while it is moving!
HINT_NEW_WORKER,누군가 당신을 위해 일하기를 원합니다. 자세한 내용은 태블릿을 확인하세요!,,,,Somebody wants to work for you. Check your tablet for more information!
HINT_NEW_WORKER_HEADER,새로운 이력서가 있습니다!,,,,You have a new resume!
HUD_BROKEN,부서진 부품:,,,,Broken parts:
HUD_COLLECTED_GOLD,금,,,,Gold
HUD_DAY,일,,,,Day
HUD_GEAR,기어,,,,Gear
HUD_NOTIFICATION_ADD_TO_DIARY,일지에 추가 된 정보가 있습니다!,,,,Info added to Journal!
HUD_OIL_PRESSURE,유압,,,,Oil Pressure
HUD_REPAIRING,수리:,,,,Repairing:
HUD_SLIDER_FUEL,연료,,,,Fuel
HUD_SPEED,속도,,,,Speed
HUD_TEMPERATURE,온도,,,,Temp
HUD_TOREPAIR,수리:,,,,To Repair:
INGAME_MENU_BACK_TO_OLD,다시...,,,,Back to...
INGAME_MENU_BACK_TO_2_OLD,게임 불러오기,,,,Load Game
INGAME_MENU_CONTINUE_DIGGING_OLD,채굴 계속하기,,,,Continue Digging
INGAME_MENU_CONTINUE_DIGGING_2_OLD,광산으로 돌아가기,,,,Back To Mine
INGAME_MENU_DIARY,일지,,,,Journal
INGAME_MENU_GO_HOME_OLD,홈으로 가기,,,,Go Home
INGAME_MENU_GO_HOME_2_OLD,메인메뉴로 가기,,,,Go to Main Menu
INGAME_MENU_MAP,지도,,,,Map
INGAME_MENU_NOTEBOOK,태블릿,,,,Tablet
INGAME_MENU_SAVE_SEASON_OLD,시즌,,,,Save season
INGAME_MENU_SAVE_SEASON_2_OLD,게임 저장,,,,Save Game
MACHINE_DOZER,불도저,,,,Bulldozer
MACHINE_EXCAVATOR,굴삭기,,,,Excavator
MACHINE_EXCAVATOR_DIGGING,굴삭기 채굴,,,,Excavator Digging
MACHINE_EXCAVATOR_DRIVE,굴삭기 운전,,,,Excavator Driving
MACHINE_PICKUP,픽업 트럭,,,,Pickup Truck
MACHINE_WHEEL_LOADER,프론트-엔드 로더,,,,Front-End Loader
MENU_BUTTON_APPLY,적용,,,,Apply
MENU_BUTTON_BACK,뒤로가기,,,,Back
MENU_BUTTON_NO,아니요,,,,No
MENU_BUTTON_PLAY,시작,,,,Play
MENU_BUTTON_SUBMIT,선택,,,,Select
MENU_BUTTON_YES,예,,,,Yes
MENU_DELETE_GAME,삭제,,,,Delete
MENU_LABEL_GOLD,금,,,,Gold
MENU_LABEL_MONEY,들어온 돈,,,,Earned Money
MENU_LABEL_PARCELS,토지,,,,Parcels
MENU_LABEL_TIME,시간,,,,Time
MENU_LOAD_GAME,게임 불러오기,,,,Load Game
MENU_OPTIONS,설정,,,,Settings
MENU_OPTIONS_CONTROL,컨트롤,,,,Controls
MENU_OPTIONS_CONTROL_2_OLD,설정 및 제어,,,,Setup & Controls
MENU_OPTIONS_GAME,게임,,,,Game
MENU_OPTIONS_GAME_2,언어 및 게임 설정,,,,Language & Game Settings
MENU_OPTIONS_GRAPHICS,그래픽,,,,Graphics
MENU_OPTIONS_GRAPHICS_2_OLD,퍼포먼스 설정,,,,Performance & Settings
MENU_OPTIONS_SOUND,소리,,,,Sound
MENU_OPTIONS_SOUND_2,음향 설정,,,,Volume Settings
MENU_SAVE_GAME,게임 저장,,,,Save Game
MENU_SURE_BACK_TO_DEFAULT,변경사항을 취소하고 기본값으로 설정하시겠습니까?,,,,Do you want to discard changes and set to default?
MENU_SURE_DISCARD_CHANGES,변경사항을 취소하고 나가시겠습니까?,,,,Do you want to discard changes and exit?
MENU_SURE_DISCARD_CHANGES_BACK,뒤로가기,,,,Back
OPTIONS_ANTIALIASIG_QUALITY_1,비활성화,,,,Disabled
OPTIONS_ANTIALIASIG_QUALITY_2,중간,,,,Med
OPTIONS_ANTIALIASIG_QUALITY_3,높음,,,,High
OPTIONS_ANTIALIASIG_QUALITY_4,울트라,,,,Ultra
OPTIONS_CONTROL_MAP,컨트롤 대상,,,,Controls For
OPTIONS_CONTROL_PAD_CUSTOM_MODE,커스텀,,,,Custom
OPTIONS_CONTROL_PAD_EXCAVATOR_FIRST_MODE,ISO,,,,ISO
OPTIONS_CONTROL_PAD_EXCAVATOR_SECOND_MODE,SAE,,,,SAE
OPTIONS_CONTROL_PAD_FIRST_MODE,스탠다드,,,,Standard
OPTIONS_CONTROL_RESTORE_DEFAULTS_WINDOW_TITLE,기본값,,,,Defaults
OPTIONS_DISABLED,비활성화,,,,Disabled
OPTIONS_ENABLED,활성화,,,,Enabled
OPTIONS_GRAPHICS_ANISOTROPICFILTERING,이방성 필터링,,,,Anisotropic Filtering
OPTIONS_GRAPHICS_ANISOTROPICFILTERING_1,끄기,,,,Off
OPTIONS_GRAPHICS_ANISOTROPICFILTERING_2,텍스쳐 설정,,,,Texture Settings
OPTIONS_GRAPHICS_ANISOTROPICFILTERING_3,다 켜기,,,,Enabled For All
OPTIONS_GRAPHICS_ANTIALIASING,안티앨러이싱,,,,Antialiasing
OPTIONS_GRAPHICS_FOLIAGE,잎 밀도,,,,Foliage Density
OPTIONS_GRAPHICS_MODELQUALITY,디테일 품질,,,,Detail Quality
OPTIONS_GRAPHICS_OTHER,효과 이펙트 및 반사 효과,,,,Particles and Reflections
OPTIONS_GRAPHICS_OTHER_1,낮음,,,,Low
OPTIONS_GRAPHICS_OTHER_2,보통,,,,Med
OPTIONS_GRAPHICS_OTHER_3,높음,,,,High
OPTIONS_GRAPHICS_OTHER_4,울트라,,,,Ultra
OPTIONS_GRAPHICS_QUALITY_1,낮음,,,,Low
OPTIONS_GRAPHICS_QUALITY_2,보통,,,,Med
OPTIONS_GRAPHICS_QUALITY_3,높음,,,,High
OPTIONS_GRAPHICS_QUALITY_4,울트라,,,,Ultra
OPTIONS_GRAPHICS_QUALITY_CUSTOM,커스텀,,,,Custom
OPTIONS_GRAPHICS_RESOLUTION,해상도,,,,Resolution
OPTIONS_GRAPHICS_SHADOWDISTANCE,그림자 거리,,,,Shadow Distance
OPTIONS_GRAPHICS_SHADOWDISTANCE_1,낮음,,,,Low
OPTIONS_GRAPHICS_SHADOWDISTANCE_2,보통,,,,Med
OPTIONS_GRAPHICS_SHADOWDISTANCE_3,높음,,,,High
OPTIONS_GRAPHICS_SHADOWDISTANCE_4,울트라,,,,Ultra
OPTIONS_GRAPHICS_SHADOWQUALITY,그림자 품질,,,,Shadow Quality
OPTIONS_GRAPHICS_SSAO,SSAO,,,,SSAO
OPTIONS_GRAPHICS_TEXTURE_1,낮음,,,,Low
OPTIONS_GRAPHICS_TEXTURE_2,보통,,,,Med
OPTIONS_GRAPHICS_TEXTURE_3,높음,,,,High
OPTIONS_GRAPHICS_TEXTURE_4,울트라,,,,Ultra
OPTIONS_GRAPHICS_TEXTUREQUALITY,텍스쳐 품질,,,,Texture Quality
OPTIONS_GRAPHICS_VSYNC,수직 동기화,,,,VSync
OPTIONS_GRAPHICS_WATER,물 품질,,,,Water Quality
OPTIONS_GRAPHICS_WINDOW_TYPE,윈도우 타입,,,,Window Type
OPTIONS_GRAPHICS_WINDOW_TYPE_1,윈도우,,,,Window
OPTIONS_GRAPHICS_WINDOW_TYPE_2,전체화면,,,,Fullscreen
OPTIONS_INVERT_X,컨트롤러 X축 반전,,,,Invert Controller X-axis
OPTIONS_INVERT_Y,컨트롤러 Y축 반전,,,,Invert Controller Y-axis
OPTIONS_KEYBOARD_CONTROLL,키보드 조작법,,,,Keyboard Control
OPTIONS_LANGUAGE,언어,,,,Language
OPTIONS_LODBIAS_QUALITY_1,낮음,,,,Low
OPTIONS_LODBIAS_QUALITY_2,보통,,,,Med
OPTIONS_LODBIAS_QUALITY_3,높음,,,,High
OPTIONS_LODBIAS_QUALITY_4,울트라,,,,Ultra
OPTIONS_MOUSE_SENSIVITY,마우스 감도,,,,Mouse Sensitivity
OPTIONS_PAD_CONTROLL,컨트롤러,,,,Controller
OPTIONS_PAD_CUSTOM_CONTROLL,컨트롤러 커스터마이즈,,,,Customize Controller
OPTIONS_PAD_SENSIVITY,패드 감도,,,,Pad Sensitivity
OPTIONS_PRESS_KEY,키를 누르세요,,,,Press Button
OPTIONS_QUALITY,품질,,,,Quality
OPTIONS_SOUND_MASTER,마스터,,,,Master
OPTIONS_SOUND_MUSIC,음악,,,,Music
OPTIONS_SOUND_SFX,효과 볼륨,,,,Effects Volume
OPTIONS_SOUND_VO,데일로그 볼륨,,,,Dialogue Volume
OPTIONS_VSYNC_1,비활성화,,,,Disabled
OPTIONS_VSYNC_2,활성화,,,,Enabled
OPTIONS_WALKING,걷기,,,,Walking
PRE_BUY_GUI_COST,가격,,,,Cost
PRE_BUY_GUI_ITEM,아이템,,,,Item
PRE_BUY_GUI_PRESS,누르기,,,,Press
PRE_BUY_GUI_PRESS_TO_ORDER,주문하기,,,,To Order
SHOP_ITEM_EQUIPMENT_BUCKET_DESC,양동이를 발명한 사람에게 신의 축복을... 많이 사는 것에 대해 두려워 하지 마세요. 많이 사도 지나치지 않습니다.,,,,God bless the person who invented the bucket. Don't be afraid of buying lots of them. You can never have too many.
SHOP_ITEM_EQUIPMENT_BUCKET_NAME,양동이,,,,Bucket
SHOP_ITEM_EQUIPMENT_CARJACK_DESC,"맨손으로 픽업 트럭을 올리려고 한다면 참 바보같은 짓입니다. 자동차 잭을 이용하여 쉽게 올리세요. 이건 정말로, 정말로 쌉니다.",,,,"Don't try to lift your Pickup Truck with your bare hands. A Car Jack will do it more easily and it's really, really cheap."
SHOP_ITEM_EQUIPMENT_CARJACK_NAME,자동차 잭,,,,Car Jack
SHOP_ITEM_EQUIPMENT_GOLDPAN_DESC,"만약 누군가가 광부에게 금괴를 위한 가장 기본적인 도구는 무엇인지 물어본다면, 답은 명확합니다. - 금 냄비",,,,If anyone asks a miner what is the most basic tool for gold panning. The answer is clear ? a gold pan.
SHOP_ITEM_EQUIPMENT_GOLDPAN_NAME,금 냄비,,,,Gold Pan
SHOP_ITEM_EQUIPMENT_HOGPANMUD_DESC,"호그 팬을 위한 고급 먼지 호퍼, 물 펌프를 가져 와서 연결하세요! 당신은 광맥만 공급하면 됩니다.",,,,Advanced dirt hopper for the Hog Pan. Take a water pump and plug it in! You'll only have to supply the pay dirt.
SHOP_ITEM_EQUIPMENT_HOGPANMUD_NAME,호그 팬 펌프,,,,Hog Pan Pump
SHOP_ITEM_EQUIPMENT_HOGPANMUDNOWATERPUMP_DESC,"호그 팬을 위한 기본 먼지 호퍼, 당신은 광맥을 행구기 위해 물로 채워진 양동이를 사용해야 합니다.",,,,Basic dirt Hopper for the Hog Pan. You have to use buckets filled with water to rinse the pay dirt.
SHOP_ITEM_EQUIPMENT_HOGPANMUDNOWATERPUMP_NAME,호그 팬 펌프 없음,,,,Hog Pan No Pump
SHOP_ITEM_EQUIPMENT_HOGPANSLUICE1_DESC,광업 일지를 시작하실껀가요? 호그 팬 시스템이 핵심부분입니다. 초보자에게 권장됩니다.,,,,Do you want to start your mining journey? This one is the core part of the Hog Pan System. Recommended for greenhorns.
SHOP_ITEM_EQUIPMENT_HOGPANSLUICE1_NAME,호그 팬 슬루이스박스 코어,,,,Hog Pan Sluicebox Core
SHOP_ITEM_EQUIPMENT_HOGPANSLUICE2_DESC,호그 팬 슬루이스를 확장하세요. 매트가 2개 더 있으면 금을 두배를 더 모을 수 있습니다.,,,,Extension for the Hog Pan basic sluice. With two additional Mats you will be able of gathering twice as much gold.
SHOP_ITEM_EQUIPMENT_HOGPANSLUICE2_NAME,호그 팬 슬루이스 확장,,,,Hog Pan Sluicebox Extension
SHOP_ITEM_EQUIPMENT_HOOKROPE5_DESC,스틸 케이블은 강철로 되어있어 튼튼합니다. 설마 이것을 깨뜨렸다구요? 정말 자랑스럽네요.,,,,"The strongest Steel Cable out there. It's not that easy to break them, so if you break it - that's something to be proud of."
SHOP_ITEM_EQUIPMENT_HOOKROPE5_NAME,5미터 스틸 케이블,,,,5m Steel Cable
SHOP_ITEM_EQUIPMENT_JERRYCAN_DESC,"주유소에서 제가 믹에게 ""안녕!"" 이라고 말했습니다. 그 사람한테 연락을 해보세요. 두 분은 자주 만나실 겁니다.",,,,"Tell Mick from the Gas Station I said ""Hi!"". You should get in touch with him. Two of you will often see each other."
SHOP_ITEM_EQUIPMENT_JERRYCAN_NAME,연료통,,,,Jerrycan
SHOP_ITEM_EQUIPMENT_MAGNETITESEPARATOR_DESC,광업으로 돈을 좀 더 벌고 싶으신가요? 자철석 선별기를 구입하세요. 추출된 자철석은 공장에 판매 될 수 있습니다.,,,,Do you want to earn a bit more money from your mining? Buy a magnetite separator - extracted magnetite can be sold to the Blacksmith.
SHOP_ITEM_EQUIPMENT_MAGNETITESEPARATOR_NAME,자철석 선별기,,,,Magnetite Separator
SHOP_ITEM_EQUIPMENT_MINERSGRILLE_DESC,광부의 모스를 그릴로 고정하는 것을 잊지 마세요. 그렇지 않으면 모스가 느슨해져 금을 잃게 될 것입니다.,,,,"Don't forget to secure your Miner's Moss with Miner's Grille, otherwise it'll get loose and you'll lose gold."
SHOP_ITEM_EQUIPMENT_MINERSGRILLE_NAME,광부 그릴,,,,Miner's Grille
SHOP_ITEM_EQUIPMENT_MINERSMOSS_DESC,워시 플랜트 시스템 용 매트가 있습니다. 이것들을 적절한 슬루이스박스에 놓고 금광석을 추가로 수집하세요!,,,,Big Mats for Wash Plant System. Put them on the proper Sluiceboxes and gather additional gold ore!
SHOP_ITEM_EQUIPMENT_MINERSMOSS_NAME,광부 모스,,,,Miner's Moss
SHOP_ITEM_EQUIPMENT_MOBILEGENERATOR_DESC,발전기의 기본 모델. 모든 작은 기계 들에게 전력을 공급할 수 있습니다. 큰 것을 위해서는 더 나은 것을 찾아야 해요!,,,,"The basic model of the Generator. It can power all smaller machines. For bigger ones, you have to find something better!"
SHOP_ITEM_EQUIPMENT_MOBILEGENERATOR_NAME,휴대용 발전기,,,,Mobile Generator
SHOP_ITEM_EQUIPMENT_PANNINGSYSTEM_DESC,"그냥 단지 그릇이에요. 커다란 빈 그릇, 여기에 물을 채우고 금을 위해 팬에 올리세요?",,,,It's just a bowl. A big empty bowl. Fill it with water and pan for gold!
SHOP_ITEM_EQUIPMENT_PANNINGSYSTEM_NAME,패닝선별 시스템,,,,Big Bowl
SHOP_ITEM_EQUIPMENT_POWERROPEFAT_DESC,고전압 케이블은 큰 기계에 사용됩니다. 플러그의 색을 보면 플러그가 그 중 하나인지 알 수 있을거예요!,,,,A high voltage cable used in big machines. Take a look at the color of the plug and you will know if it's the one!
SHOP_ITEM_EQUIPMENT_POWERROPEFAT_NAME,고전압 케이블,,,,High Voltage Power Cable
SHOP_ITEM_EQUIPMENT_POWERROPETHIN_DESC,저전압 케이블은 소형 기계에 사용됩니다. 플러그의 색을 보면 플러그가 그 중 하나인지 알 수 있을거예요!,,,,A low voltage cable used in smaller machines. Take a look at the color of the plug and you will know if it's the one!
SHOP_ITEM_EQUIPMENT_POWERROPETHIN_NAME,저전압 케이블,,,,Low Voltage Power Cable
SHOP_ITEM_EQUIPMENT_WATERPUMP_SMALL_DESC,가장 기본적인 물 펌프입니다. 단거리 및 높은 수압의 낮은 필요성에도 유용합니다!,,,,A basic water pump. Useful for short distances and low necessity of high water pressure!
SHOP_ITEM_EQUIPMENT_WATERPUMP_SMALL_NAME,소형 물 펌프,,,,Small Diesel Water Pump
SHOP_ITEM_EQUIPMENT_WATERROPEFAT_DESC,먼 거리에서도 물을 퍼올리고 싶으신가요? 새로운 빨간 물 호스를 사서 펌프질을 하세요!,,,,Do you want to pump a lot of water over long distances? Buy our brand new Fat Water Hose and pump it!
SHOP_ITEM_EQUIPMENT_WATERROPEFAT_NAME,굵은 물 호스,,,,Fat Water Hose
SHOP_ITEM_EQUIPMENT_WATERROPETHIN_DESC,새로운 정원 물 호스가 당신을 찾고 있는 건가요? 주저하기 말고 바로 사세요. 기계들은 분명히 좋아 할겁니다.,,,,Is our new garden water hose what you're looking for? Don't hesitate and buy it. Your machinery will be thankful!
SHOP_ITEM_EQUIPMENT_WATERROPETHIN_NAME,얇은 물 호스,,,,Thin Water Hose
